Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
1992-12-23,1992,USA,Hawaii,M,30,,False,17,Tarde,Tigre,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard"
1992-11-14,1992,USA,California,M,46,,False,12,Tarde,Blanco,"No injury, kayak bitten"
,1992,FIJI,Wakaya Island,M,30,,False,,,Martillo,Left arm lacerated
1992-11-05,1992,USA,Hawaii,M,18,,True,9,Mañana,Tigre,Right leg severely lacerated  FATAL
1992-10-29,1992,USA,California,M,40,,False,11,Mañana,Blanco,Foot & swim fin punctured
1992-10-22,1992,USA,Hawaii,M,28,,False,7,Mañana,Tigre,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board"
1992-10-01,1992,AUSTRALIA,Queensland,M,28,,True,14,Tarde,Blanco,FATAL
1992-09-13,1992,USA,Oregon,M,20,,False,17,Tarde,Blanco,Minor bruises
1992-08-25,1992,AUSTRALIA,South Australia,M,17,,False,17,Tarde,Blanco,"Minor cuts, sufboard bitten"
1992-08-18,1992,USA,California,M,22,,False,17,Tarde,Blanco,"No injury, board bitten"
1992-06-28,1992,REUNION,Saint-Paul,M,16,,True,14,Tarde,Toro,FATAL
1992-06-17,1992,JAPAN,Ehime Prefecture,NAN,,,False,12,Tarde,Blanco,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat"
1992-05-22,1992,REUNION,Saint-Joseph,M,,,True,14,Tarde,Tigre,FATAL
1992-04-24,1992,NEW ZEALAND,Antarctic Ocean,M,,,False,15,Tarde,Blanco,"Right forearm severed, left forearm lacerated & broken"
1992-03-28,1992,USA,Hawaii,F,36,,False,6,Mañana,Tigre,"Foot bitten, crescent of bitemarks in both sides of board"
1992-03-08,1992,JAPAN,Ehime Prefecture,M,41,,True,15,Tarde,Blanco,"FATAL, body not recovered"
1992-03-08,1992,USA,Oregon,M,21,,False,9,Mañana,Blanco,"Left shoulder & side bitten, board broken"
1992-02-19,1992,USA,Hawaii,M,,,True,,,Tigre,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark
1991-12-04,1991,USA,California,M,25,,False,15,Tarde,Blanco,"No injury, shark became tangled in hose & towed him 100'"
1991-11-26,1991,USA,Hawaii,F,41,,True,9,Mañana,Tigre,"FATAL, right leg at hip, left leg and right forearm severed  "
1991-11-26,1991,USA,Hawaii,F,,,False,9,Mañana,Tigre,Right calf abraded
1991-11-19,1991,USA,Hawaii,M,,,True,16,Tarde,Tigre,"Body not recovered, shorts found indicating shark bite on left side"
1991-10-05,1991,USA,California,M,32,,False,7,Mañana,Blanco,"Arm, shoulder & back bitten"
1991-09-08,1991,AUSTRALIA,South Australia,M,19,,True,15,Tarde,Blanco,FATAL
1991-07-30,1991,ITALY,Ligurian Sea,F,40,,False,15,Tarde,Blanco,No Injury to occupant; canoe bitten
1991-07-01,1991,REUNION,L'Etang-Salé,M,30,,False,17,Tarde,Tigre,Left arm severed
1991-07-01,1991,USA,California,M,32,,False,9,Mañana,Blanco,"Forearm, upper thigh, knee & ankle lacerated"
1991-06-07,1991,HONG KONG,Port Shelter,F,65,,True,6,Mañana,Tigre,Abdomen bitten & leg severed  FATAL
1991-05-19,1991,SOUTH AFRICA,Western Cape Province,M,,,False,13,Tarde,Blanco,"No injury, tank scratched by shark"
1991-02-24,1991,USA,Oregon,M,38,,False,9,Mañana,Blanco,Calf lacerated & board bitten
1991-02-12,1991,SOUTH AFRICA,Western Cape Province,M,20,,False,12,Tarde,Blanco,Foot & swim fin bitten
1990-11-03,1990,USA,California,F,,,False,15,Tarde,Blanco,Leg bitten
1990-10-15,1990,USA,Hawaii,M,43,,False,15,Tarde,Tigre,"No Injury, board bitten"
1990-09-15,1990,SOUTH AFRICA,Western Cape Province,M,26,,False,13,Tarde,Blanco,Right hand lacerated
1990-09-08,1990,USA,California,M,49,,False,13,Tarde,Blanco,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck"
1990-09-05,1990,USA,California,M,44,,False,17,Tarde,Blanco,"No injury, kayak capsized"
1990-08-28,1990,USA,California,M,22,,False,16,Tarde,Blanco,4 punctures on leg & board bitten
1990-06-24,1990,SOUTH AFRICA,Western Cape Province,F,21,,True,15,Tarde,Blanco,"FATAL, thigh bitten  "
1990-05-10,1990,AUSTRALIA,Queensland,F,,,False,,,Martillo,Lacerations
1990-05-10,1990,AUSTRALIA,Queensland,M,,,False,,,Martillo,Lacerations
1990-05-06,1990,SOUTH AFRICA,Eastern Cape Province,M,22,,False,12,Tarde,Blanco,Thigh severely bitten
1990-04-14,1990,SOUTH AFRICA,Eastern Cape Province,M,23,,False,14,Tarde,Blanco,Leg bitten
1990-04-09,1990,AUSTRALIA,Queensland,M,31,,False,5,Madrugada,Tigre,"Lacerations & abrasions, board bitten in half"
1990-03-05,1990,REUNION,Sainte-Marie,M,,,False,17,Tarde,Toro,Survived
1990-01-12,1990,USA,California,M,,,False,,,Blanco,"No injury, board bitten"
1989-12-03,1989,AUSTRALIA,Northern Territory,M,17,,,,,Tigre,"No details, ""recovering in Darwin Hospital"""
1989-11-22,1989,AUSTRALIA,Victoria,M,32,,False,,,Blanco,Thigh bitten
1989-11-18,1989,SOUTH AFRICA,Western Cape Province,M,29,,True,12,Tarde,Blanco,FATAL
1989-10-22,1989,AUSTRALIA,Tasmania,M,17,,False,14,Tarde,Blanco,"No injury, board bitten"
1989-10-01,1989,AUSTRALIA,Victoria,M,,,,,,Blanco,No details
1989-09-17,1989,SOUTH AFRICA,Western Cape Province,M,29,,False,14,Tarde,Blanco,Chest lacerated
1989-09-10,1989,USA,California,NAN,,,False,,,Blanco,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass
1989-09-09,1989,USA,California,M,38,,False,12,Tarde,Blanco,Leg bitten
1989-08-22,1989,SOUTH AFRICA,Western Cape Province,M,21,,False,10,Mañana,Blanco,Multiple Injuries
,1989,AUSTRALIA,Queensland,M,41,,False,,,Blanco,Laceration to arm  PROVOKED INCIDENT
1989-07-20,1989,SOUTH AFRICA,Eastern Cape Province,M,34,,False,10,Mañana,Blanco,Torso bitten
1989-06-17,1989,USA,Louisiana,M,45,,False,,,Tigre,Puncture wounds & lacerations to both legs
1989-06-06,1989,ITALY,Tuscany,M,,,False,15,Tarde,Blanco,Upper right thigh bitten
1989-06-05,1989,SOUTH AFRICA,Eastern Cape Province,M,16,,False,16,Tarde,Blanco,"No injury, board bitten"
1989-06-03,1989,SOUTH AFRICA,Eastern Cape Province,M,28,,False,15,Tarde,Blanco,Forearm bitten
1989-04-12,1989,USA,Washington,M,,,False,10,Mañana,Blanco,Forearm bitten
1989-04-09,1989,USA,California,NAN,,,False,10,Mañana,Blanco,No injury to occupants. Shark rammed boat 4 times
1989-03-09,1989,AUSTRALIA,South Australia,M,27,,True,20,Noche,Blanco,Thigh bitten FATAL
1989-03-04,1989,AUSTRALIA,Western Australia,M,,,False,,,Tigre,"No injury, but the kayak was bitten by the shark"
1989-02-02,1989,ITALY,Tyrrhenian Sea,M,47,,True,10,Mañana,Blanco,FATAL. His body not recovered
1989-01-26,1989,USA,California,F,24,,True,10,Mañana,Blanco,"FATAL, thigh bitten, hands lacerated  "
1989-01-20,1989,USA,Hawaii,M,10,,False,,,Martillo,Foot bitten
1989-01-03,1989,AUSTRALIA,New South Wales,M,17,,False,17,Tarde,Tigre,"Abdomen lacerated, surfboard holed"
1988-12-15,1988,CHILE,Valpariso Province,M,,,True,,,Blanco,FATAL
1988-10-23,1988,USA,Oregon,M,21,,False,17,Tarde,Blanco,Leg bitten & femur fractured
1988-09-13,1988,USA,Florida,M,38,,True,15,Tarde,Toro,"FATAL, thigh & hand lacerated"
1988-08-22,1988,USA,Louisiana,M,,,False,,,Tigre,Arm bitten by captive shark PROVOKED INCIDENT
1988-08-11,1988,USA,California,M,27,,False,9,Mañana,Blanco,Thigh bitten
1988-06-16,1988,SOUTH AFRICA,Western Cape Province,M,36,,False,9,Mañana,Blanco,Left arm lacerated
1988-06-16,1988,USA,North Carolina,M,42,,False,,,Tigre,Survived
1988-04-24,1988,USA,California,M,,,False,,,Blanco,No Injury
1988-02-13,1988,SOUTH AFRICA,KwaZulu-Natal,F,15,,False,7,Mañana,Toro,"Leg bitten, surgically amputated"
1988-02-02,1988,Fiji,Vanua Levu,M,22,,False,,,Tigre,Lacerations to left arm & waist
1987-10-11,1987,SOUTH AFRICA,Western Cape Province,M,21,,False,12,Tarde,Blanco,Left thigh & calf lacerated
1987-09-18,1987,AUSTRALIA,South Australia,M,47,,True,,,Blanco,FATAL
1987-09-13,1987,SOUTH AFRICA,Western Cape Province,M,24,,False,11,Mañana,Blanco,Torso lacerated
1987-08-15,1987,USA,California,M,40,,False,7,Mañana,Blanco,Fingers & surfboard injured
1987-03-30,1987,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT"
1987-01-28,1987,SOUTH AFRICA,Eastern Cape Province,M,30,,False,12,Tarde,Blanco,Puncture wounds to right hand
1987-01-01,1987,ITALY,Tyrrhenian Sea,M,,,False,,,Blanco,No injury
1986-12-22,1986,SOUTH AFRICA,Western Cape Province,M,21,,True,17,Tarde,Blanco,"FATAL, legs bitten "
1986-12-06,1986,USA,California,M,27,,False,10,Mañana,Blanco,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm"
1986-12-01,1986,NEW CALEDONIA,,NAN,,,False,,,Tigre,Right leg bitten
1986-10-01,1986,USA,Florida,M,28,,False,,,Toro,Laceration to right arm
1986-07-26,1986,AUSTRALIA,Western Australia,NAN,,,False,,,Blanco,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water"
1986-03-18,1986,SPAIN,Cádiz,M,,,False,10,Mañana,Blanco,Foot severed
1986-02-18,1986,SOUTH AFRICA,Eastern Cape Province,M,21,,False,12,Tarde,Blanco,"No injury, board bitten"
1985-12-10,1985,USA,North Carolina,M,,,False,,,Tigre,Survived
1985-11-05,1985,USA,California,NAN,,,False,,,Blanco,2 semi-circular bites on aft starboard tube of boat
1985-10-24,1985,SOUTH AFRICA,Eastern Cape Province,M,22,,False,8,Mañana,Blanco,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged"
1985-10-18,1985,USA,Hawaii,M,33,,False,,,Tigre,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark"
1985-09-28,1985,USA,California,M,,,False,,,Blanco,"Hip bumped by shark, no Injury"
1985-07-25,1985,USA,Florida,F,13,,False,17,Tarde,Martillo,Right calf bitten
1985-07-21,1985,USA,California,NAN,,,False,,,Blanco,"No injury to occupant, shark rammed boat catapulting it out of the water"
1985-07-19,1985,USA,South Carolina,F,10,,False,,,Tigre,2/3rd of left calf removed
,1985,ITALY,Sicily,M,13,,False,16,Tarde,Blanco,Contusion of left foot
1985-03-03,1985,AUSTRALIA,South Australia,F,33,,True,12,Tarde,Blanco,FATAL
1985-02-18,1985,USA,California,M,29,,False,12,Tarde,Blanco,Bruised
1985-01-17,1985,SOUTH AFRICA,KwaZulu-Natal,M,18,,False,18,Tarde,Blanco,Thigh & calf bitten
1985-01-04,1985,SOUTH AFRICA,Western Cape Province,M,34,,False,11,Mañana,Blanco,Minor injury to torso
1985-01-01,1985,NEW CALEDONIA,South Province,NAN,,,False,,,Tigre,Legs bitten 
1985-01-01,1985,IRAN,,M,,,True,,,Toro,FATAL
1984-12-03,1984,ITALY,Tyrrhenian Sea,NAN,,,False,,,Blanco,No injury
1984-11-30,1984,AUSTRALIA,Queensland,M,16,,True,12,Tarde,Tigre,FATAL
1984-09-30,1984,USA,Oregon,M,25,,False,15,Tarde,Blanco,"Abrasion on right foot, board bitten"
1984-09-30,1984,USA,California,M,,,False,10,Mañana,Blanco,Legs & buttocks bitten
1984-09-22,1984,USA,Florida,M,16,,False,,,Martillo,Foot bitten
1984-09-15,1984,USA,California,M,28,,True,8,Mañana,Blanco,FATAL
1984-09-11,1984,MEXICO,Baja California,M,,,False,17,Tarde,Blanco,"No Injury, PROVOKED INCIDENT"
1984-06-15,1984,SOUTH AFRICA,Western Cape Province,M,27,,False,17,Tarde,Blanco,"No injury, board bitten"
1984-06-03,1984,USA,Hawaii,F,13,,False,17,Tarde,Martillo,Foot bitten
1983-12-24,1983,AUSTRALIA,South Australia,M,48,,False,,,Blanco,Fingers bitten
,1983,USA,Florida,M,15,,False,,,Tigre,Laceration to left foot
1983-08-20,1983,USA,Oregon,M,,,False,10,Mañana,Blanco,"No injury, board bitten"
1983-08-20,1983,SOUTH AFRICA,Western Cape Province,M,29,,False,10,Mañana,Blanco,Inner thighs lacerated
1983-08-13,1983,USA,Florida,F,22,,False,,,Toro,Right leg severely bitten
1983-07-26,1983,AUSTRALIA,Queensland,F,21,,True,4,Madrugada,Tigre,"FATAL, shark seized her by the chest and took her underwater "
1983-07-25,1983,AUSTRALIA,Queensland,M,24,,True,,,Tigre,"FATAL, shark bit leg, then dragged him underwater "
1983-07-25,1983,AUSTRALIA,Queensland,M,28,,False,,,Tigre,"Left knee bitten, but survived"
1983-07-12,1983,USA,Florida,F,39,,False,,,Martillo,Left ankle nipped (3 punctures wounds)
1983-03-30,1983,SOUTH AFRICA,KwaZulu-Natal,M,17,,False,11,Mañana,Toro,Right calf lacerated
1983-01-08,1983,SOUTH AFRICA,Western Cape Province,M,32,,False,13,Tarde,Blanco,"No injury, rammed by shark"
1982-09-30,1982,SOUTH AFRICA,Eastern Cape Province,M,16,,False,14,Tarde,Blanco,"No Injury, surfboard bitten"
1982-09-25,1982,USA,California,M,36,,False,,,Blanco,Lacerations to hand
1982-09-19,1982,USA,California,M,28,,False,14,Tarde,Blanco,Upper left thigh & buttocks bitten
1982-07-24,1982,SOUTH AFRICA,Eastern Cape Province,M,38,,False,16,Tarde,Blanco,"No injury, ski bitten"
1982-07-24,1982,USA,California,M,26,,False,11,Mañana,Blanco,"No Injury, board bitten"
1982-06-29,1982,SOUTH AFRICA,Eastern Cape Province,M,27,,True,9,Mañana,Blanco,FATAL
1982-02-28,1982,AUSTRALIA,Tasmania,M,32,,True,,,Blanco,"FATAL, body not recovered"
1982-02-07,1982,USA,California,M,,,False,11,Mañana,Blanco,Calf & ankle bitten
1982-01-01,1982,ITALY,Tyrrhenian Sea,M,,,,,,Blanco,No details
1982-01-01,1982,ITALY,Tyrrhenian Sea,M,,,False,,,Blanco,No injury
1981-12-19,1981,USA,California,M,24,,True,,,Blanco,"FATAL, torso bitten "
1981-12-13,1981,USA,Hawaii,M,,,False,,,Tigre,Right leg severely bitten
1981-10-19,1981,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,Hand lacerated  PROVOKED INCIDENT
1981-09-15,1981,USA,Florida,M,26,,True,,,Martillo,"FATAL, right calf bitten  "
1981-07-18,1981,SOUTH AFRICA,Eastern Cape Province,M,32,,False,10,Mañana,Toro,7 lacerations to right foot
1981-05-23,1981,SOUTH KOREA,Chungnam,F,27,,True,12,Tarde,Blanco,FATAL
1981-05-05,1981,SOUTH AFRICA,Eastern Cape Province,M,24,,False,9,Mañana,Tigre,"Left leg bitten, surgically amputated"
1981-03-04,1981,CHILE,Coquimbo,M,,,False,10,Mañana,Blanco,Foot & ankle bitten
1981-03-01,1981,BRAZIL,Rio de Janeiro,NAN,,,,,,Blanco,
1981-02-16,1981,AUSTRALIA,Western Australia,M,,,False,,,Martillo,Puncture wounds to foot
1981-02-02,1981,USA,Florida,M,15,,False,13,Tarde,Martillo,Lacerations & punctures in left calf & ankle
1981-01-30,1981,USA,Florida,M,25,,False,,,Tigre,3 small punctures in scalp & ripped nostril
1981-01-01,1981,AUSTRALIA,New South Wales,M,27,,False,7,Mañana,Tigre,"No injury, ski bitten"
1980-11-24,1980,REUNION,Grand'Anse,M,22,,False,15,Tarde,Blanco,Bitten twice
1980-10-27,1980,USA,Oregon,M,29,,False,15,Tarde,Blanco,Thigh lacerated
1980-10-17,1980,USA,California,M,19,,False,9,Mañana,Blanco,No injury
1980-08-04,1980,USA,Hawaii,M,,,False,,,Tigre,Torso bitten
1980-04-01,1980,MEXICO,Sinaloa,F,13,,False,,,Tigre,Right calf bitten
1980-03-29,1980,SOUTH AFRICA,KwaZulu-Natal,M,52,,True,,,Tigre,FATAL
1980-03-11,1980,SOUTH AFRICA,Western Cape Province,M,61,,False,,,Martillo,Leg lacerated by netted shark PROVOKED INCIDENT
1980-01-31,1980,SOUTH AFRICA,KwaZulu-Natal,M,24,,False,14,Tarde,Blanco,"Both hands & heel of left foot lacerated, right foot severed"
1980-01-13,1980,SOUTH AFRICA,Eastern Cape Province,M,,,False,,,Martillo,Abrasion
1980-01-05,1980,CHILE,Los Vilos,M,,,True,11,Mañana,Blanco,FATAL  
,1980,GREECE,Island of Kos,M,,,,,,Blanco,Knee bitten
1979-12-05,1979,PORTUGAL,Madeira Islands,M,19,,True,,,Blanco,FATAL
1979-11-27,1979,USA,Oregon,M,20,,False,10,Mañana,Blanco,Multiple major Injuries
1979-11-12,1979,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT"
1979-05-05,1979,SOUTH AFRICA,Western Cape Province,M,25,,False,14,Tarde,Blanco,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT
1979-03-11,1979,USA,California,M,,,False,10,Mañana,Blanco,"No injury, swim fin bitten"
1978-12-12,1978,SOUTH AFRICA,KwaZulu-Natal,M,23,,True,16,Tarde,Blanco,"FATAL, legs bitten "
1978-09-27,1978,SOUTH AFRICA,Western Cape Province,M,27,,False,16,Tarde,Blanco,"No injury, shark took his catch, then towed & pushed diver through the water "
1978-09-16,1978,ITALY,Tyrrhenian Sea,M,,,False,11,Mañana,Blanco,No injury
1978-02-19,1978,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,"No injury, rammed by shark"
1977-12-19,1977,SOUTH AFRICA,Eastern Cape Province,M,18,,False,10,Mañana,Tigre,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh"
1977-12-01,1977,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,No injury to occupant: shark bit boat's port chine
1977-10-30,1977,SOUTH AFRICA,Western Cape Province,M,25,,False,16,Tarde,Blanco,"No injury, shark bit speargun & pushed diver through the water"
1977-08-31,1977,AUSTRALIA,South Australia,M,17,,False,16,Tarde,Blanco,"Board rammed &  bitten, left thigh lacerated"
1977-08-19,1977,SOUTH AFRICA,Western Cape Province,M,,,False,13,Tarde,Blanco,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable"
1977-08-14,1977,USA,California,M,20,,False,11,Mañana,Blanco,Leg lacerated
1977-06-26,1977,USA,Florida,M,27,,False,,,Toro,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot"
1977-06-06,1977,USA,Texas,M,25,,False,,,Toro,Lacerations to wrist
1976-12-18,1976,USA,California,M,29,,False,9,Mañana,Blanco,Buttocks & hip bitten
1976-11-27,1976,SOUTH AFRICA,Western Cape Province,M,19,,False,16,Tarde,Blanco,Torso bitten
1976-11-25,1976,USA,Florida,M,19,,False,10,Mañana,Toro,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow"
1976-11-01,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants. Hooked shark bit boat's transom, PROVOKED INCIDENT"
1976-10-27,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark leapt on bow of boat"
1976-10-18,1976,USA,California,M,25,,False,14,Tarde,Blanco,Leg bitten 
1976-10-06,1976,SOUTH AFRICA,Eastern Cape Province,M,20,,False,11,Mañana,Blanco,Left thigh lacerated
1976-09-06,1976,USA,Florida,M,15,,False,14,Tarde,Tigre,Laceration to left lower leg
1976-08-24,1976,USA,Oregon,M,19,,False,14,Tarde,Blanco,"No injury, board bitten"
1976-03-09,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,Shark breached hull of boat
1976-03-02,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"Shark leapt into boat, hitting Fanie Schoeman on his back before sliding into the sea"
1976-02-03,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, shark rammed bow, driving its head into the hull"
1976-01-11,1976,SOUTH AFRICA,Western Cape Province,NAN,,,False,7,Mañana,Blanco,"Hooked shark leapt onboard & into fish well, which it smashed PROVOKED INCIDENT"
1975-12-06,1975,USA,California,M,27,,False,12,Tarde,Blanco,Leg bitten
1975-08-17,1975,SOUTH AFRICA,Eastern Cape Province,M,19,,False,13,Tarde,Blanco,Left leg & surfboard bitten
1975-08-09,1975,USA,California,M,44,,False,13,Tarde,Blanco,"Shoulder, arm & hand lacerated"
1975-07-30,1975,AUSTRALIA,Tasmania,M,37,,True,,,Blanco,FATAL
1975-07-23,1975,USA,California,M,23,,False,14,Tarde,Blanco,Legs bitten
1975-07-19,1975,USA,California,M,34,,False,13,Tarde,Blanco,"No injury, swim fin torn"
1975-04-05,1975,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,"No injury, rammed by shark"
1975-02-10,1975,AUSTRALIA,South Australia,M,12,,True,18,Tarde,Blanco,Right leg  severed FATAL
1974-12-21,1974,AUSTRALIA,South Australia,M,,,False,,,Blanco,No injury to occupant
1974-09-28,1974,USA,California,M,17,,False,7,Mañana,Blanco,"Thigh, lower back and surfboard bitten"
1974-09-14,1974,USA,California,M,29,,False,13,Tarde,Blanco,Major injuries
1974-09-02,1974,USA,California,M,41,,False,17,Tarde,Blanco,Minor injuries to hand
1974-09-02,1974,USA,California,M,48,,False,17,Tarde,Blanco,Minor bite on foot & swimfin
1974-09-01,1974,USA,Oregon,M,24,,False,,,Blanco,No injury
1974-08-10,1974,CROATIA, Split-Dalmatia County,M,21,,True,15,Tarde,Blanco,Foot severed FATAL
1974-08-05,1974,USA,California,M,,,False,,,Blanco,Minor injuries to hand
1974-07-26,1974,USA,California,M,36,,False,,,Blanco,Minor bite on heel & swim fin bitten
1974-05-26,1974,USA,California,M,45,,False,11,Mañana,Blanco,Leg bitten
1974-03-01,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupant, shark holed boat"
1974-02-01,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupant, but  a shark chasing a hooked fish holed his boat above the waterline"
,1974,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury,  shark leapt into boat & bit one of the boat's seats"
1974-01-09,1974,AUSTRALIA,South Australia,M,26,,True,,,Blanco,"FATAL, right leg severed  "
1973-09-14,1973,BAHAMAS,Grand Bahama Island,M,11,,False,14,Tarde,Toro,Left hand & forearm lacerated
1973-09-09,1973,MEXICO,Baja California,M,37,,True,16,Tarde,Blanco,"FATAL, leg bitten "
1973-09-01,1973,EGYPT,Red Sea,M,,,False,,,Tigre,Massive wound on right thigh with femur exposed
1973-01-01,1973,PALAU,Aulong Island,M,,,False,,,Tigre,"No injury, shark grabbed scuba tank and descended to 110' before releasing him "
1972-12-24,1972,SOUTH AFRICA,Western Cape Province,M,,,False,9,Mañana,Blanco,"No injury, swim fin bitten"
1972-09-09,1972,USA,California,M,,,False,10,Mañana,Blanco,Legs & board bitten
1972-08-08,1972,AUSTRALIA,Tasmania,M,45,,False,,,Blanco,Left foot bitten
1972-05-28,1972,USA,California,M,32,,False,13,Tarde,Blanco,Bitten on legs & buttock
1972-04-16,1972,WESTERN SAMOA,Upolu Island,M,25,,True,,,Tigre,FATAL
1972-01-01,1972,MOZAMBIQUE,Gaza,M,24,,False,16,Tarde,Blanco,"Leg severed at knee,  hand severed, arms, torso & buttock severely lacerated"
1972-01-01,1972,FRANCE,Antibes,NAN,,,False,,,Blanco,Shoulder injured
1971-12-16,1971,SOUTH AFRICA,Western Cape Province,F,16,,False,14,Tarde,Blanco,Right forearm bitten
1971-10-02,1971,USA,California,M,30,,False,14,Tarde,Blanco,Bitten on legs
1971-09-07,1971,CROATIA,Istria County,M,34,,True,10,Mañana,Blanco,FATAL
1971-07-19,1971,USA,California,M,,,False,,,Blanco,"Major injuries to head, buttocks & back"
1971-06-30,1971,SOUTH AFRICA,Western Cape Province,M,21,,False,15,Tarde,Blanco,Leg & surfboard bitten
1971-04-11,1971,SOUTH AFRICA,Western Cape Province,M,,,True,11,Mañana,Blanco,"FATAL, multiple bites "
1971-03-30,1971,NEW ZEALAND,South Island,M,16,,False,10,Mañana,Blanco,Lacerations to left leg 
1971-01-01,1971,USA,California,M,,,False,,,Blanco,"Minor injury, arc of tooth impressions in wetsuit"
1971-01-01,1971,AUSTRALIA,South Australia,M,15,,False,,,Blanco,Severe lacerations to thigh
1971-01-01,1971,CROATIA,Istria ,M,,,,,,Blanco,FATAL
,1970,ITALY,Sardinia,M,,,False,,,Blanco,No injury
1970-01-01,1970,CROATIA,Zadar County,M,,,,,,Blanco,No details
1969-09-06,1969,USA,California,M,53,,False,11,Mañana,Blanco,Leg & ankle severely bitten
1969-07-20,1969,USA,California,M,,,False,13,Tarde,Blanco,"Foot bitten, minor injury"
1969-03-09,1969,USA,Hawaii,M,16,,False,17,Tarde,Blanco,Leg & surfboard bitten
1968-12-25,1968,NEW ZEALAND,South Island,M,17,,False,17,Tarde,Blanco,"Hit in face by shark, arm abraded, surfboard bitten"
1968-12-09,1968,AUSTRALIA,South Australia,M,,,False,,,Blanco,Survived
1968-12-02,1968,SOUTH AFRICA,KwaZulu-Natal,M,28,,False,,,Martillo,"No injury, left elbow & torso bumped by sharks"
1968-10-13,1968,USA,Florida,M,,,False,,,Toro,Swim fin bitten
1968-09-15,1968,NEW ZEALAND,South Island,M,24,,True,10,Mañana,Blanco,"FATAL, left leg bitten, femoral artery severed  "
1968-08-24,1968,USA,Florida,NAN,,,False,16,Tarde,Martillo,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it"
1968-07-27,1968,USA,California,M,25,,False,11,Mañana,Blanco,Major injury to torso
1967-08-19,1967,AUSTRALIA,Western Australia,M,23,,True,11,Mañana,Blanco,"FATAL, ""bitten in two"""
1967-06-01,1967,ITALY,Sicily,M,,,False,,,Blanco,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT"
1967-03-19,1967,SOUTH AFRICA,KwaZulu-Natal,M,32,,False,6,Mañana,Blanco,"Punctures in right buttock & thigh, abrasion on right forearm"
1967-03-09,1967,NEW ZEALAND,South Island,M,21,,True,19,Noche,Blanco,"FATAL, seen taken by a shark "
1967-01-27,1967,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"Holed & sank boat, 1 man flung into water but ignored by the shark"
1967-01-22,1967,SOUTH AFRICA,Western Cape Province,M,,,False,,,Tigre,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT"
1966-08-16,1966,CROATIA,Primorje-Gorski Kotar County ,M,33,,True,,,Blanco,FATAL
1966-07-31,1966,USA,Texas,M,16,,False,,,Tigre,Dorsum of right foot grazed
1966-06-11,1966,USA,Florida,M,18,,False,9,Mañana,Martillo,Hand & forearm bitten by hooked shark PROVOKED INCIDENT
1966-05-20,1966,AUSTRALIA,,M,38,,True,,,Blanco,"FATAL, other human remains bitten by sharks, 13 people missing"
1966-03-20,1966,AUSTRALIA,New South Wales,NAN,,,False,,,Blanco,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT"
