Fecha,Año,País,Estado,Sexo,Edad,Provocado,Fatal,Hora_limpia,Momento_día,Especie_grupo,Herida
2015-09-24,2015,USA,California,M,,,False,10,Mañana,Blanco,"No injury, kayak damaged"
2015-09-20,2015,USA,Hawaii,M,27,,False,15,Tarde,Tigre,Severe laceration to left leg
2015-09-19,2015,USA,California,M,,,False,,,Martillo,No injury
2015-09-06,2015,USA,California,F,50,,False,17,Tarde,Blanco,"No injury, shark struck board, tossing her into the sea"
2015-09-05,2015,USA,California,M,29,,False,14,Tarde,Martillo,Laceration to dorsum of foot by hooked shark  PROVOKED INCIDENT
2015-09-04,2015,AUSTRALIA,New South Wales,M,62,,False,11,Mañana,Blanco,Inuries to lower left leg & ankle
2015-09-01,2015,FIJI,,M,,,False,,,Tigre,Leg bitten
2015-08-29,2015,USA,California,F,54,,False,10,Mañana,Blanco,"No injury, surfboard bitten"
2015-08-29,2015,USA,California,M,21,,False,10,Mañana,Blanco,"No injury, shark struk sufer's leg and his board"
2015-08-18,2015,USA,California,M,22,,False,7,Mañana,Blanco,"No injury, kayak bitten"
2015-08-10,2015,USA,California,M,57,,False,8,Mañana,Martillo,Right hand bitten  PROVOKED INCIDENT
2015-07-31,2015,AUSTRALIA,New South Wales,M,52,,False,6,Mañana,Blanco,"Lacerations and puncture wounds to hip, thigh, arm and hand"
2015-07-25,2015,AUSTRALIA,Tasmania,M,46,,True,10,Mañana,Blanco,FATAL
2015-07-22,2015,REUNION,,M,45,,False,,,Toro,Arm bitten
2015-07-19,2015,SOUTH AFRICA,Eastern Cape Province,M,34,,False,,,Blanco,No injury
2015-07-10,,USA,California,M,38,,False,8,Mañana,Blanco,"No injury, shark bumped & damaged board"
2015-07-03,2015,AUSTRALIA,New South Wales,M,52,,False,9,Mañana,Blanco,"No injury, shark bit surfboard"
2015-07-02,2015,AUSTRALIA,New South Wales,M,32,,False,9,Mañana,Blanco,Significant injuries to lower legs
2015-06-27,2015,USA,North Carolina,M,18,,False,16,Tarde,Toro,"Injuries to right calf, buttock and both hands"
2015-06-27,2015,SOUTH AFRICA,Western Cape Province,M,19,,False,14,Tarde,Blanco,"Right leg severed, multiple lacerations to left leg"
2015-06-26,2015,SOUTH AFRICA,Western Cape Province,M,23,,False,16,Tarde,Blanco,Multiple lacerations to torso & leg
2015-06-24,2015,USA,North Carolina,M,6,,False,12,Tarde,Tigre,Minor injury to foot
2015-06-24,2015,AUSTRALIA,Western Australia,F,37,,False,9,Mañana,Blanco,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force"
2015-06-14,2015,USA,North Carolina,M,16,,False,17,Tarde,Toro,Arm amputated below shoulder
2015-06-14,2015,USA,North Carolina,F,12,,False,16,Tarde,Toro,Left arm amputated at elbow & severe injury to leg
2015-06-07,2015,USA,Florida,M,11,,False,10,Mañana,Toro,Lacerations to right calf
2015-06-01,2015,REUNION,Le Port,M,47,,False,15,Tarde,Toro,Left forearm bitten
2015-05-09,2015,NEW CALEDONIA,,M,50,,True,,,Toro,FATAL
2015-05-03,2015,AUSTRALIA,New South Wales,M,,,False,15,Tarde,Blanco,Injuries to left arm & right hand
2015-05-02,2015,SOUTH AFRICA,Eastern Cape Province,M,29,,False,13,Tarde,Blanco,"Injuries to leg, left arm & both hands"
2015-04-25,2015,AUSTRALIA,South Australia,M,26,,False,9,Mañana,Blanco,Leg severed at mid-thigh
2015-06-24,2015,AUSTRALIA,New South Wales,M,71,,False,11,Mañana,Blanco,"No injury, knocked off ski"
2015-04-12,2015,REUNION,Saint-Gilles-les-Bains,M,13,,True,9,Mañana,Toro,FATAL
2015-04-03,2015,USA,Florida,M,70,,False,,,Toro,Injuries to head & torso
2015-03-26,2015,SOUTH AFRICA,Eastern Cape Province,M,36,,False,,,Blanco,No injury but kayak bitten
2015-03-18,2015,USA,Hawaii,M,58,,False,11,Mañana,Tigre,Lacerations to left forearm. Lacerations to left hand and thigh
2015-02-15,2015,ATLANTIC OCEAN,,NAN,,,False,,,Blanco,"No injury, shark bit rudder"
2015-02-14,2015,REUNION,dÉtang-Salé,F,22,,True,18,Tarde,Tigre,FATAL
2015-01-30,2015,AUSTRALIA,Queensland,M,57,,False,5,Madrugada,Toro,"No injury, shark's teeth scratched hull"
2015-01-19,2015,USA,Florida,M,,,False,,,Blanco,No injury but shark bit trolling motor & rammed boat
2015-01-06,2015,BAHAMAS,Abaco Islands,F,34,,False,16,Tarde,Blanco,Severe bite to right flank
2014-12-29,2014,AUSTRALIA,Western Australia,M,17,,True,,,Blanco,FATAL
2014-12-28,2014,USA,California,M,50,,False,11,Mañana,Blanco,Injury to hip/leg
2014-12-15,2014,AUSTRALIA,Queensland,M,17,,True,11,Mañana,Tigre,FATAL
2014-11-19,2014,AUSTRALIA,Western Australia,M,,,False,,,Blanco,"Shark chasing fish bumped boat, no injury to occupants"
,2014,USA,California,NAN,,,False,,,Blanco,"Shark bumped boat, no injury to occupants"
2014-10-31,2014,USA,Hawaii,F,34,,False,11,Mañana,Tigre,Lacerations to fingers
2014-10-22,2014,USA,Hawaii,F,,,False,10,Mañana,Tigre,"No injury, paddleboard bitten"
2014-10-14,2014,USA,South Carolina,F,7,,False,,,Toro,Lacerations to left foot
2014-10-03,2014,USA,California,M,,,False,14,Tarde,Blanco,"No injury to occupant, shark/s holded  kayak"
2014-10-03,2014,USA,California,M,,,False,11,Mañana,Blanco,"No injury to occupant, shark/s holded  kayak"
2014-10-02,2014,AUSTRALIA,Western Australia,M,23,,False,11,Mañana,Blanco,"Left arm & right hand severed, lacerations to both legs"
2014-09-06,2014,USA,Alabama,M,43,,False,13,Tarde,Toro,Leg bitten
2014-09-03,2014,USA,Massachusetts,F,,,False,18,Tarde,Blanco,"No injury, shark bit kayak"
,2014,USA,Florida,M,,,False,,,Toro,Lacerations to forearm from hooked shark PROVOKED INCIDENT
2014-08-12,2014,USA,Florida,M,,,False,11,Mañana,Toro,Puncture wounds and lacerations to left thigh and knee
2014-08-09,2014,BAHAMAS,,M,,,False,,,Toro,Puncture wounds to right foot and ankle
2014-08-08,2014,USA,Louisiana,M,7,,False,,,Toro,Minor lacerations to left heel and big toe
2014-08-01,2014,SOUTH AFRICA,Western Cape Province,M,20,,False,14,Tarde,Blanco,Lower limbs & thigh bitten
2014-07-27,2014,USA,North Carolina,M,,,False,,,Tigre,Left foot bitten
2014-07-05,2014,USA,California,M,,,False,9,Mañana,Blanco,PROVOKED INCIDENT Torso bitten by shark hooked by an angler
2014-06-01,2014,USA,Florida,F,22,,False,13,Tarde,Toro,Laceration to right lower leg
2014-05-24,2014,AUSTRALIA,Queensland,F,29,,False,,,Toro,Lacerations to legs
2014-05-14,2014,AUSTRALIA,South Australia,M,35,,False,9,Mañana,Blanco,"No injury, but surfboard severely damaged"
,2014,SOUTH AFRICA,,NAN,,,False,,,Blanco,"No injury to occupants, shark bit pontoon"
2014-04-03,2014,AUSTRALIA,New South Wales,F,63,,True,8,Mañana,Blanco,FATAL
2014-01-01,2014,NEW ZEALAND,,NAN,,,False,,,Blanco,"No injury to occupants, shark nudged and bit boat"
2013-12-25,2013,NEW CALEDONIA,North Province,M,37,,False,11,Mañana,Toro,Leg bitten
2013-12-16,2013,SOUTH AFRICA,Western Cape Province,M,19,,False,8,Mañana,Blanco,Injuries to left thigh
2013-12-11,2013,USA,Hawaii,M,29,,False,8,Mañana,Tigre,Lacerations to right hand & knee
2013-11-30,2013,AUSTRALIA,New South Wales,M,19,,True,14,Tarde,Tigre,FATAL
2013-11-23,2013,AUSTRALIA,Western Australia,M,35,,True,9,Mañana,Blanco,FATAL
2013-11-22,2013,USA,Oregon,M,25,,False,10,Mañana,Blanco,"No injury, board bitten"
2013-11-12,2013,AUSTRALIA,Western Australia,M,,,False,15,Tarde,Blanco,"No injury, board bumped by shark"
2013-10-31,2013,USA,Hawaii,M,46,,False,15,Tarde,Tigre,Severe bite to right calf & anklel
2013-10-26,2013,REUNION,dÉtang-Salé,M,24,,False,16,Tarde,Toro,Right leg severed
2013-10-26,2013,AUSTRALIA,Western Australia,M,,,False,10,Mañana,Blanco,"No injury, swim fin shredded"
2013-10-20,2013,USA,Hawaii,M,25,,False,11,Mañana,Tigre,"No injury, shark bit surfboard"
2013-10-11,2013,SOUTH AFRICA,Eastern Cape Province,M,74,,True,11,Mañana,Blanco,FATAL
2013-10-08,2013,AUSTRALIA,Western Australia,M,55,,False,10,Mañana,Blanco,"Injuries to torso, head and face"
2013-10-06,2013,USA,California,M,45,,False,8,Mañana,Blanco,Laceration to thigh
2013-10-10,2013,USA,Florida,M,12,,False,15,Tarde,Toro,Lacerations to  right forearm
2013-09-14,2013,USA,Florida,M,21,,False,15,Tarde,Toro,Lacerations to right foot
2013-08-17,2013,USA,California,F,,,False,12,Tarde,Blanco,"No injury, shark bumped surfboard"
2013-08-14,2013,USA,Hawaii,F,20,,True,16,Tarde,Tigre,FATAL
2013-08-11,2013,USA,South Carolina,M,10,,False,17,Tarde,Toro,"No injury, shark became entangled in his surfboard leash"
2013-08-05,2013,USA,Florida,M,17,,False,15,Tarde,Toro,Minor injury to foot & shin
2013-07-29,2013,USA,Hawaii,M,18,,False,14,Tarde,Tigre,Lower leg bitten
2013-06-25,2013,USA,California,M,,,False,15,Tarde,Blanco,"No injury, kayak scratched"
2013-06-25,2013,USA,Florida,M,,,False,,,Toro,Lacerations to left foot
2013-06-18,2013,USA,Hawaii,M,28,,False,12,Tarde,Tigre,Right thigh & calf bitten
2013-05-08,2013,REUNION,Saint-Gilles,M,36,,True,8,Mañana,Toro,FATAL
2013-04-24,2013,MEXICO,Quintana Roo,F,34,,False,13,Tarde,Tigre,Avulsion injury  to lower right leg
2013-04-13,2013,USA,Florida,M,21,,False,13,Tarde,Toro,Minor lacerations to right hand
2013-03-12,2013,JAMAICA,St. Catherine,M,68,,True,9,Mañana,Tigre,FATAL
2013-02-27,2013,NEW ZEALAND,North Island,M,46,,True,13,Tarde,Blanco,FATAL
2013-01-26,2013,AUSTRALIA,Victoria,M,,,False,,,Blanco,"No injury to occupants, shark bit propeller"
2013-01-16,2013,USA,Hawaii,M,43,,False,16,Tarde,Tigre,Left forearm bitten 
2012-12-28,2012,AUSTRALIA,New South Wales,M,29,,False,10,Mañana,Toro,Lacerations to thigh and hand
2012-12-25,2012,SOUTH AFRICA,Eastern Cape Province,M,20,,True,,,Tigre,FATAL
2012-12-19,2012,AUSTRALIA,Western Australia,M,32,,False,8,Mañana,Tigre,No injury
2012-12-02,2012,AUSTRALIA,New South Wales,M,31,,False,16,Tarde,Tigre,Minor puncture wounds to knee
2012-11-30,2012,USA,Hawaii,M,61,,False,9,Mañana,Tigre,Lacerations to thigh & lower left leg
2012-11-04,2012,USA,Hawaii,M,30,,False,8,Mañana,Tigre,Right lower leg and foot bitten
2012-11-04,2012,USA,Hawaii,M,43,,False,8,Mañana,Tigre,"No injury, surfboard bitten"
2012-10-30,2012,USA,California,M,25,,False,12,Tarde,Blanco,Multiple lacerations to torso
2012-10-27,2012,USA,Hawaii,F,51,,False,15,Tarde,Tigre,"Puncture wounds to thigh, defense wounds  to hand"
2012-10-23,2012,USA,California,M,39,,True,11,Mañana,Blanco,FATAL
2012-09-10,2012,TONGA,Vava'u,F,29,,False,,,Toro,Injuries to thighs & buttocks
2012-09-02,2012,USA,Hawaii,NAN,,,False,12,Tarde,Tigre,Minor laceration to hand  PROVOKED INCIDENT
2012-08-06,2012,REUNION,Saint Leu,M,39,,False,17,Tarde,Toro,Right hand and foot severed
2012-07-31,2012,AUSTRALIA,South Australia,M,48,,False,14,Tarde,Blanco,Lacerations to torso & arm
2012-07-30,2012,USA,Massachusetts,M,50,,False,15,Tarde,Blanco,Lacerations to both legs below the knees
2012-07-14,2012,AUSTRALIA,Western Australia,M,24,,True,9,Mañana,Blanco,FATAL
2012-06-26,2012,USA,Florida,M,6,,False,19,Noche,Toro,Thigh bitten
2012-06-03,2012,AUSTRALIA,New South Wales,M,30,,False,14,Tarde,Blanco,"No injury, ski bitten"
2012-05-29,2012,MEXICO,Guerrero,M,46,,False,9,Mañana,Toro,Left hand severed
2012-05-20,2012,USA,Hawaii,M,,,False,,,Tigre,"No injury, teethmarks in kayak"
2012-05-12,2012,USA,California,M,30,,False,14,Tarde,Blanco,"No injury, kayaker fell in the water when kayak bitten by a shark"
2012-05-06,2012,USA,California,F,15,,False,7,Mañana,Blanco,"No injury, shark bit paddleboard"
2012-04-19,2012,SOUTH AFRICA,Western Cape Province,M,20,,True,12,Tarde,Blanco,FATAL
2012-04-11,2012,AUSTRALIA,South Australia,M,27,,False,,,Blanco,Minor wound to his thigh when shark bit kayak
2012-04-03,2012,USA,Hawaii,M,28,,False,12,Tarde,Tigre,Lacerations to left foot
2012-03-31,2012,AUSTRALIA,Western Australia,M,33,,True,9,Mañana,Blanco,FATAL
2012-03-22,2012,AUSTRALIA,Western Australia,NAN,,,False,5,Madrugada,Blanco,"No injury to occupants. Shark bit propelle, rope & crayfish float"
2012-03-20,2012,AUSTRALIA,Queensland,M,20,,False,17,Tarde,Toro,Lacerations to left calf
2012-03-15,2012,USA,Florida,M,61,,False,15,Tarde,Toro,Left forearm bitten
2012-02-20,2012,SOUTH AFRICA,Western Cape Province,NAN,,,False,,,Blanco,"No injury to occupants, boat damaged"
2012-01-19,2012,AUSTRALIA,Western Australia,M,26,,False,,,Tigre,Lacerations to right forearm
,2012,BAHAMAS,,M,,,False,,,Tigre,"No injury, shark grabbed his camera"
2012-01-18,2012,AUSTRALIA,New South Wales,M,44,,False,16,Tarde,Blanco,Lacerations to thigh
2012-01-15,2012,SOUTH AFRICA,Eastern Cape Province,M,25,,True,15,Tarde,Toro,FATAL
2012-01-13,2012,USA,Oregon,M,53,,False,,,Blanco,"No injury, surfboard damaged"
2012-01-02,2012,AUSTRALIA,Queensland,M,34,,False,9,Mañana,Tigre,"No injury, punctures to swim fin"
2011-12-11,2011,AUSTRALIA,New South Wales,M,51,,False,5,Madrugada,Blanco,5 puncture wounds to thigh
2011-11-22,2011,USA,California,M,,,False,,,Blanco,"No injury, kayak bitten"
2011-10-29,2011,USA,California,M,27,,False,,,Blanco,"Lacerations to right wrist, foream & neck"
2011-10-22,2011,AUSTRALIA,Western Australia,M,32,,True,13,Tarde,Blanco,FATAL
2011-10-20,2011,USA,Oregon,M,41,,False,,,Blanco,"No injury, shark bit surfboard"
2011-09-28,2011,SOUTH AFRICA,Western Cape Province,M,43,,False,12,Tarde,Blanco,"Right leg severed, left leg lacerated"
2011-09-24,2011,USA,Florida,M,21,,False,15,Tarde,Toro,Laceration to left thigh
2011-09-11,2011,PAPUA NEW GUINEA,Central Province,M,30,,False,,,Tigre,Lacerations to right leg
2011-09-04,2011,AUSTRALIA,Western Australia,M,21,,True,13,Tarde,Blanco,FATAL
2011-08-23,2011,SOUTH AFRICA,Western Cape Province,M,49,,True,9,Mañana,Blanco,FATAL
2011-08-17,2011,USA,North Carolina,F,,,False,17,Tarde,Tigre,Lacerations to foot
2011-08-16,2011,SEYCHELLES,Praslin,M,30,,True,16,Tarde,Toro,FATAL
2011-07-22,2011,SOUTH AFRICA,Eastern Cape Province,M,29,,False,10,Mañana,Blanco,Upper left arm & right leg bitten
2011-06-28,2011,SOUTH AFRICA,KwaZulu-Natal,M,22,,False,12,Tarde,Toro,Severe lacerations to hands and  left leg
2008-06-26,2011,USA,North Carolina,F,10,,False,,,Toro,Ankle bitten
2011-06-24,2011,USA,California,M,,,False,13,Tarde,Blanco,Shark leapt onto surfboard; surfer uninjured 
2011-05-29,2011,SOUTH AFRICA,Western Cape Province,M,33,,False,,,Blanco,"No injury, board bumped by shark"
2011-05-25,2011,USA,Hawaii,F,,,False,13,Tarde,Tigre,"No injury, board bitten"
2011-05-22,2011,USA,Hawaii,F,,,False,12,Tarde,Tigre,"No injury, board bitten"
2011-05-21,2011,NEW CALEDONIA,North Province,M,15,,True,11,Mañana,Tigre,"Thigh bitten, FATAL"
2011-04-26,2011,USA,Florida,M,32,,False,,,Toro,Calf bitten
2011-04-13,2011,INDONESIA,Bali,M,,,False,,,Toro,Lacerations to forearm
2011-03-24,2011,MEXICO,Quintana Roo,F,,,False,,,Toro,Lower leg & foot bitten
2011-03-23,2011,AUSTRALIA,New South Wales,M,48,,False,17,Tarde,Toro,Severe injury to left forearm
,2011,AUSTRALIA,Queensland,M,36,,False,10,Mañana,Toro,Lacerations to right hand by hooked shark PROVOKED INCIDENT
2011-02-17,2011,AUSTRALIA,South Australia,M,49,,True,18,Tarde,Blanco,FATAL
2011-01-03,2011,AUSTRALIA,Western Australia,NAN,,,False,12,Tarde,Blanco,"No injury, shark nudged boat and bit propeller"
,2010,AUSTRALIA,Western Australia,M,,,False,,,Blanco,No injury to occupant. Shark rammed bottom of the boat
2010-10-30,2010,AUSTRALIA,Western Australia,F,20,,False,12,Tarde,Blanco,Torso and left buttock bitten
2010-10-22,2010,USA,California,M,19,,True,8,Mañana,Blanco,FATAL
2010-10-09,2010,AUSTRALIA,New South Wales,M,22,,False,13,Tarde,Toro,Foot bitten
2010-09-27,2010,USA,Oregon,M,29,,False,16,Tarde,Blanco,"No injury, surfboard rammed"
2010-09-21,2010,SOUTH AFRICA,Western Cape Province,M,29,,True,,,Blanco,FATAL
2010-08-17,2010,AUSTRALIA,Western Australia,M,31,,True,8,Mañana,Blanco,FATAL
2010-08-14,2010,USA,California,M,45,,False,,,Blanco,"No injury, kayak bitten"
2010-08-02,2010,USA,California,M,,,False,12,Tarde,Blanco,"No injury, kayak bitten"
2010-07-17,2010,USA,North Carolina,F,13,,False,13,Tarde,Tigre,Lacerations to right forearm
2010-06-27,2010,USA,Texas,M,20,,False,,,Toro,Lacerations to right foot
2010-02-06,2010,AUSTRALIA,New South Wales,M,18,,False,15,Tarde,Blanco,"No injury, shark & board collided"
2010-01-31,2010,BRAZIL,Rio Grande Do Sul,M,29,,False,,,Martillo,Foot bitten
2010-01-12,2010,SOUTH AFRICA,Western Province,M,37,,True,15,Tarde,Blanco,FATAL
2009-12-20,2009,AUSTRALIA,Queensland,M,18,,False,7,Mañana,Toro,Lacerations to hand & forearm
2009-12-16,2009,NEW ZEALAND,South Island,M,24,,True,,,Blanco,FATAL
2009-12-12,2009,AUSTRALIA,New South Wales,NAN,,,False,7,Mañana,Blanco,No injury to occupants; shark bit steering oar
2009-12-05,2009,USA,New Jersey,M,58,,False,13,Tarde,Tigre,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT
2009-10-30,2009,AUSTRALIA,Victoria,M,27,,False,,,Blanco,"No injury, shark bit kayak"
,2009,AUSTRALIA,Western Australia,M,23,,False,,,Toro,Severe lacerations to lower right leg
2009-09-26,2009,USA,Florida,M,,,False,17,Tarde,Toro,Laceration to right foot
2009-08-29,2009,SOUTH AFRICA,Western Cape Province,M,25,,True,15,Tarde,Blanco,FATAL
2009-08-25,2009,USA,California,F,22,,False,16,Tarde,Blanco,Puncture wounds to left foot & calf
2009-08-11,2009,SOUTH AFRICA,KwaZulu-Natal,M,,,False,,,Blanco,"No injury, shark bit bodyboard"
2009-08-06,2009,USA,Hawaii,M,,,False,8,Mañana,Tigre,"No injury, surfboard bitten"
2009-08-01,2009,USA,Louisiana,M,56,,False,10,Mañana,Toro,Right ankle & foot bitten
2009-07-31,2009,BAHAMAS,Abaco Islands,M,14,,False,,,Toro,Lacerations to calf
,2009,VIETNAM,,M,,,False,,,Blanco,Hand bitten by hooked shark PROVOKED INCIDENT
2009-04-06,2009,USA,California,M,,,False,7,Mañana,Blanco,Shark struck him but the diver was not injured
2009-02-12,2009,AUSTRALIA,New South Wales,M,33,,False,19,Noche,Blanco,Severe injury to hand 
2009-02-11,2009,AUSTRALIA,New South Wales,M,31,,False,7,Mañana,Toro,Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later
2009-02-07,2009,AUSTRALIA,New South Wales,M,41,,False,11,Mañana,Blanco,"No injury, surfboard dented"
2009-01-25,2009,CUBA,Guantanamo Province,M,15,,False,10,Mañana,Toro,Severe lacerations to lower left leg
2009-01-24,2009,SOUTH AFRICA,Eastern Cape Province,M,25,,True,14,Tarde,Tigre,FATAL
2009-01-18,2009,AUSTRALIA,Victoria,M,,,False,9,Mañana,Blanco,"No injury to occupants, shark bit propeller"
,2009,SOUTH AFRICA,Western Cape Province,NAN,,,True,,,Blanco,FATAL
2009-01-11,2009,AUSTRALIA,Tasmania,F,13,,False,15,Tarde,Blanco,Severe lacerations to right leg
2009-01-11,2009,AUSTRALIA,New South Wales,M,31,,False,9,Mañana,Blanco,Left thigh severely bitten
2009-01-01,2009,CUBA,Guantanamo Province,NAN,,,False,,,Toro,Lacerations to right calf
2008-12-27,2008,AUSTRALIA,New South Wales,M,29,,False,11,Mañana,Blanco,"No injury, shark struck kayak, catapulting him into the water"
2008-12-27,2008,AUSTRALIA,Western Australia,M,51,,True,7,Mañana,Blanco,FATAL
2008-12-20,2008,USA,California,M,,,False,15,Tarde,Blanco,"No injury, shark struck paddle"
2006-12-06,2008,AUSTRALIA,New South Wales,NAN,,,False,,,Blanco,Shark bit boats sea anchor
2008-10-06,2008,CROATIA," Split-Dalmatia Count,",M,43,,False,12,Tarde,Blanco,Calf bitten
2008-09-09,2008,USA,Hawaii,M,40,,False,16,Tarde,Tigre,Bitten on right thigh & calf
2008-09-08,2008,USA,California,M,,,False,10,Mañana,Blanco,"No injury to surfer, board bitten"
2008-08-16,2008,USA,US Virgin Islands,F,38,,False,,,Toro,Severe lacerations to left foot
2008-08-11,2008,USA,Hawaii,M,,,False,14,Tarde,Tigre,"No injury, shark grabbed his bag of fish"
2008-07-30,2008,AUSTRALIA,Victoria,M,31,,False,10,Mañana,Blanco,"No injury, surfboard leash severed"
,2008,SOUTH AFRICA,,M,,,False,,,Blanco,Lacerations to fingers
2008-06-28,2008,BAHAMAS,Abaco Islands,M,42,,False,11,Mañana,Toro,Lacerations to calf
2008-06-28,2008,SOUTH AFRICA,Western Cape Province,M,46,,False,14,Tarde,Blanco,"No injury, ski bitten"
,2008,SOUTH AFRICA,Western Cape Province,M,,,False,,,Blanco,No injury
2008-06-21,2008,USA,California,F,40,,False,9,Mañana,Blanco," No injury. Shark bumped kayak, flinging her into the  water. "
2008-06-01,2008,BRAZIL,Pernambuco,M,14,,False,15,Tarde,Toro,"Hand severed, buttocks bitten"
2008-05-24,2008,BAHAMAS,Grand Bahama Island,M,,,False,,,Tigre,Boat capsized in squall. 2 bodies scavenged  by sharks
2008-05-10,2008,AUSTRALIA,Western Australia,M,37,,False,7,Mañana,Blanco,Severe lacerations to left leg
2008-05-07,2008,NEW CALEDONIA,North Province,M,40,,False,14,Tarde,Toro,Lower legs bitten
2008-04-28,2008,MEXICO,Guerro,M,24,,True,,,Tigre,FATAL    Severe bite to right thigh
2008-04-26,2008,NEW CALEDONIA,North Province,M,32,,False,,,Toro,Lacerations to left foot
2008-04-25,2008,USA,California,M,66,,True,7,Mañana,Blanco,FATAL
2008-04-20,2008,AUSTRALIA,New South Wales,M,,,,,,Tigre,
,2008,SOUTH AFRICA,KwaZulu-Natal,M,,,,,,Tigre,"As he pushd the shark away from his camera, his finger was cut on a tooth"
2008-04-08,2008,AUSTRALIA,New South Wales,M,16,,True,8,Mañana,Toro,FATAL
2008-03-07,2008,USA,California,M,27,,False,8,Mañana,Blanco,"No injury to surfer, surfboard bitten by the shark"
2008-02-24,2008,BAHAMAS,Northern Bahamas,M,49,,True,10,Mañana,Toro,"Leg bitten, FATAL"
,2008,MEXICO,Baja California,M,26,,False,,,Martillo,Leg bitten
2007-12-10,2007,USA,Hawaii,M,52,,False,11,Mañana,Tigre,"No injury, shark bit surfboard "
2007-11-03,2007,SOUTH AFRICA,Eastern Cape Province,M,37,,False,8,Mañana,Blanco,Lacerations to thigh
2007-10-29,2007,USA,Hawaii,M,32,,False,15,Tarde,Tigre,Lacerations to left lower leg
2007-10-15,2007,AUSTRALIA,New South Wales,F,52,,False,11,Mañana,Blanco,small laceration to wrist
2007-09-30,2007,NEW CALEDONIA,Loyalty Islands,F,23,,True,,,Blanco,FATAL
2007-09-27,2007,USA,California,F,,,False,8,Mañana,Blanco,"No injury to surfer, surfboard bitten"
2007-08-28,2007,USA,Hawaii,M,15,,False,16,Tarde,Tigre,Laceration to right heel
2007-08-28,2007,USA,California,M,24,,False,10,Mañana,Blanco,Lacerations to thigh & torso
2007-08-20,2007,USA,Delaware,M,,,False,19,Noche,Tigre,Forearm bitten by hooked shark PROVOKED INCIDENT
2007-08-15,2007,USA,Florida,M,20,,False,,,Toro,Puncture wounds to torso
2007-08-07,2007,USA,Florida,F,19,,False,,,Toro,Lacerations to arm
2007-07-22,2007,USA,California,M,,,False,,,Blanco,"No injury, surfboard bumped by shark for 20 minutes"
2007-07-21,2007,USA,California,M,,,False,10,Mañana,Blanco,"No injury, kayak bitten"
2007-07-10,2007,BAHAMAS,Abaco Islands,F,48,,False,11,Mañana,Toro,"Lacerations to thumb, ring and pinky fingers of right hand "
2007-06-24,2007,USA,Hawaii,M,,,False,7,Mañana,Tigre,"No injury, board damaged"
,2007,SEYCHELLES,Bird Island,M,,,False,,,Blanco,No injury
2007-05-07,2007,USA,Hawaii,F,63,,False,8,Mañana,Tigre,Right foot bitten
,2007,USA,Florida,NAN,,,False,,,Toro,"No injury to occupants, shark holed the transom-mounted livewell "
2007-04-09,2007,NEW CALEDONIA,South Province,M,26,,False,16,Tarde,Tigre,Left foot bitten
,2007,NEW ZEALAND,Cook islans,M,16,,False,,,Tigre,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT
2007-01-25,2007,NEW CALEDONIA,North Province,M,30,,False,14,Tarde,Tigre,Leg bitten
2007-01-23,2007,AUSTRALIA,New South Wales,M,41,,False,10,Mañana,Blanco,Head & torso bitten
2007-01-14,2007,SOUTH AFRICA,Eastern Cape Province,M,24,,True,,,Tigre,"Presumed FATAL, body not recovered"
2007-01-01,2007,USA,Hawaii,M,24,,False,10,Mañana,Tigre,"No injury, shark removed piece of surfboard"
2006-12-10,2006,USA,California,M,43,,False,11,Mañana,Blanco,"Minor injuries, surfboard bitten"
2006-12-02,2006,AUSTRALIA,Western Australia,M,15,,False,7,Mañana,Blanco,"Right leg severed, left leg lacerated"
2006-11-09,2006,SOUTH AFRICA,Eastern Cape Province,M,,,False,,,Toro,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT
2006-10-31,2006,USA,Oregon,M,22,,False,,,Blanco,"No injury, surfboard bitten"
2006-09-02,2006,SOUTH AFRICA,Western Cape Province,M,37,,False,,,Blanco,"No injury, shark rammed surfboard"
2006-08-13,2006,SOUTH AFRICA,Western Cape Province,M,24,,False,11,Mañana,Blanco,Foot severed
,2006,REUNION,,M,,,False,,,Toro,Thigh bitten
2006-07-31,2006,USA,Oregon,M,41,,False,16,Tarde,Blanco,Minor injury
2006-07-28,2006,SOUTH AFRICA,Western Cape Province,M,19,,False,16,Tarde,Blanco,"No injury, surf ski bitten"
2006-07-23,2006,USA,Texas,M,,,False,,,Toro,Right foot bitten
2006-07-10,2006,BRAZIL,Pernambuco,M,,,True,,,Tigre,FATAL
2006-07-08,2006,USA,South Carolina,F,14,,False,11,Mañana,Toro,Foot bitten
2006-06-05,2006,AUSTRALIA,South Australia,M,40,,False,11,Mañana,Blanco,"No injury, knocked off surfboard"
2006-05-31,2006,USA,Hawaii,M,26,,False,13,Tarde,Tigre,"4"" laceration to left forearm"
2006-05-28,2006,USA,Hawaii,NAN,,,False,,,Tigre,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT"
2006-05-19,2006,USA,Guam,F,,,False,15,Tarde,Tigre,Laceration to leg
